Article Title,Authors,Journal Name,Year,Volume,Issue
PRELIMINARY PHYTO-CHEMICAL SCREENING OF MEDICINAL PLANTS OF HILLY DISTRICTS (KUMANON AND GARHWAL DIVISIONS) OF UP,,,,,
SOME MEDICINAL PLANTS FROM DISTRICT SIANG AND SUBANSIRI OF ARUNACHAL PRADESH,"1. K.C. Tiwari, 2. R. Majumder, 3. S. Bhattacharjee.",Bulletin of Medico-Ethno-Botanical Research,1984,5,1-2
ON COMPARATIVE VALUES OF INDIAN AND CHINESE MEDICINAL PLANTS,,,,,
PHARMACOGNOSTIC STUDIES ON ANISOMELES MALABARICA R. BR.,,,,,
PHARMACOGNOSTICAL AND PHYTO-CHEMICAL STANDARDIZATION OF THE MARKET SAMPLE OF USHBA SARSAPARILLA,,,,,
A COMPARATIVE PHARMACOGNOSTIC STUDY OF CASSIA TORA LINN. AND CASSIA OCCIDENTALIS LINN.,,,,,
ANTI-INFLAMMATORY EFFECT OF STROBILANTHES HEYNEANUS (SAHACHARA) - A BIOCHEMICAL STUDY,,,,,
BIO-CHEMICAL AND BEHAVIOURAL CHANGES IN ALBINO RATS AFTER TREATMENT WITH THEVETIA NERIIFOLIA JUSS. (YELLOW OLEANDER),,,,,
BIOLOGICAL PROFILE OF PLUMBAGIN,,,,,
CHOLESTEROL DERIVATIVE AND 6-OXYGENATED FLAVONES FROM CLERODENDRON HETEROPHYLLUM AND CLERODENDRON SPLENDENS,,,,,
DRUG POTENTIAL OF ECHITAMINE CHLORIDE IN CANCER CHEMO-THERAPY,,,,,
FOLK-MEDICINAL USES OF FICUS BENEGALENSIS LINN. AND PUNICA GRANATUM LINN. IN NORTHERN UTTAR PRADESH,A. Atiaue1 M. Iqbal2 and A.K.M. Ghouse3.,Bulletin of Medico-Ethno-Botanical Research,1985,6,I
HORMONAL RESPONSE OF THYROID GLAND TO COMMIPHORA MUKUL AND LATS IN TISSUE CULTURE,,,,,
"HYPOGLYCAEMIC POTENTIAL OF MURRAYA KOENIGII, SPRENG ( KARAYPAK)",,,,,
KINETIC MEASUREMENTS OF DISINTEGRATION OF ELADI GUTIKA,,,,,
MEDICINAL-LORES OF ORISSA-I SKIN DISEASES,,,,,
PHARMACOGNOSTIC STUDIES ON LEUCAENA GLAUCA BENTH.,,,,,
"PHARMACOLOGICAL STUDY OF SOME OF THE CARDIO-VASCULAR EFFECTS OF KUTAKI, ROHITAKA, KAKAMACI AND KASANI USED IN THE MANAGEMENT OF LIVER DISORDERS - A PRELIMINARY REPORT",,,,,
PHYSICO-CHEMICAL AND CHROMATOGRAPHIC STUDY OF YAVANYARKA,,,,,
PLANTS POPULAR IN KUMAON FOLK SONGS,,,,,
"SOME MEDICINAL PLANTS IN THE FOLK-LORE OF VARANASI DISTRICT, U.P.",,,,,
STUDIES ON FICUS RACEMOSA LINN. PART I. ANTI-ULCER ACTIVITY,"1. (Miss.) S.M. Patel, 1. S.A. Vasavada.",Bulletin of Medico-Ethno-Botanical Research,1985,6,I
STUDIES ON THE PHARMACOLOGICAL ACTION OF ACONITE IN THE FORM USED IN INDIAN MEDICINE,,,,,
STUDIES ON THE STANDARDISATION OF DRAKSHADI VATI,,,,,
A COMPARATIVE PHARMACOGNOSTIC STUDY ON SHANKHAPUSHPI-CANSCORA DECUSSATE SCHULT. CONVOLVULUS PLURICAULIS CHOIS. & EVOLVULUS ALSINOIDES LINN.,,,,,
A CRYSTALLINE GLYCOSIDE NARINGIN ISOLATED FORM THE PLANT LEPIDAGATHIS HYALINE NEES,,,,,
A SHORT NOTE ON CHEMICAL EXAMINATION OF CONVOLVULUS PLEURICAULIS CHOISY (SANSKRIT: SANKHAPUSPI),,,,,
ECLIPTA ALBA HASSK.- AN IMPORTANT MEDICINAL PLANT (USES AND PHYTOCHEMISTRY),,,,,
EFFECT OF DIMETHYL SULPHATE ON STEROIDAL SAPOGENINS PRODUCTION IN TRIGONELLA FOENUM-GRAECUM LINN. (FENUGREE),,,,,
EFFECT OF FEW PLANT ISOLATES AND EXTRACTS ON BACTERIA,,,,,
EFFECT OF MYRISTICA FRAGRANS HOUTT. OIL ON FUNGI,,,,,
FOLK-MEDICAL CLAIMS FROM TAMIL NADU NORTH ARCOT DISTRICT,"1. T. Anandan, 2. G. Veluchamy.",Bulletin of Medico-Ethno-Botanical Research,1986,7,3-4
IDENTIFICATION OF DANTI-BEEJ,,,,,
MEDICINAL FOLK IORE OF ORISSA-II GASTROINTESTINAL DISORDERS,,,,,
MICROSCOPICAL STUDY OF KOOHAINEER FROM MADRAS DRUG MARKET,,,,,
PHARMACOGNOSY OF MOULSARY BARKS (MIMUSOPS ELENGI LINN.),,,,,
SOME MEDICINAL FERNS FROM MIRZAPUR (HATHINALA) FOREST,,,,,
SOME MEDICINAL PLANTS AND FOLK TRIBAL MEDICINAL CLAIMS FROM GARO HILLS OF MEHGALAYA,,,,,
TRADITIONALLY USEFUL MEDICINAL PLANTS OF TOTLADOHA,,,,,
AN ETHNO-BOTANICAL STUDY OF J & K STATE OF NORTH-WEST HIMALAYA,,,,,
AUTECOLOGY OF SIDA SPINOSA LINN. - A MEDICINAL HERB,,,,,
CONSERVATION AND CULTIVATION OF MEDICINAL PLANTS IN GUJARAT,M.C. Joshi.,Bulletin of Medico-Ethno-Botanical Research,1987,8,3-4
CONSERVATION OF MEDICINAL PLANTS IN RAJASTHAN WITH SPECIAL REFERENCE TO CONSERVATION AND PROPAGATION OF GUGGULU,,,,,
CONTRIBUTION TO THE BOTANICAL IDENTITY OF KURASANI OMAN IN SOUTH INDIAN CRUDE DRUG TRADE,,,,,
CULTIVATION AND UTILISATION OF MEDICINAL PLANTS IN AYURVEDA AND SIDDHA,,,,,
CULTIVATION/EXTRACTION OF GUM-OLEO RESIN OF COMMIPHORA WIGHTII (ARN.) BHAND AT GUGGULU HERBAL FARM MANGLIAWAS-PROBLEMS AND PROSPECTS,,,,,
"DRUG STANDARDISATION, PROBLEMS, PERSPECTIVE AND STRATEGY",,,,,
ETHNOBOTANY OF SANTHAL PARGANA DISTRICT DUMKA (BIHAR),,,,,
EVALUATION OF MEDICO-ETHNO-BOTANICAL STUDIES ON INDIAN MEDICINAL PLANTS,,,,,
"EXPORT POTENTIAL OF CERTAIN SELECTED INDIGENOUS MEDICINAL PLANTS, WITH SPECIAL REFERENCES TO AYURVEDA AND SIDDHA SYSTEMS OF MEDICINE",,,,,
EXTENSIVE CULTIVATION OF WEDELIA CALENDULACEA LESS. (MANJAL KARISALAI) IN CRIS HERBAL GARDEN MADRAS,,,,,
GERMINATION BEHAVIOUR IN CASSIA ABSUS LINN. (CHIMAD) - A MEDICINAL HERB,"1. Rose, 2. D.G. Varaspande.",Bulletin of Medico-Ethno-Botanical Research,1987,8,1-2
HERBS AND HUMANITY,,,,,
IMPORTANCE OF MEDICINAL PLANT COLLECTION AND STORAGE IN TREATMENT,,,,,
INDIAN MEDICINAL PLANTS AN OVERVIEW,,,,,
MEDICAL-BOTANICAL SURVEYS IN INDIA,,,,,
"NEWER OBSERVATIONS ON THE CULTIVATION OF SATAVARI (ASPARAGUS RACEMOSUS) IN THE SANDY SOIL OF BUNDELKHAND, JHANSI U.P.",,,,,
PERSPECTIVES IN PHARMACEUTICAL ASPECTS OF INDIAN MEDICINAL PLANTS,,,,,
PROSPECTS OF INTRODUCTION OF PLANTS OF AYURVEDIC AND SIDDHA MEDICINE IN AGRICULTURE,,,,,
ROLE OF MEDICINAL PLANTS IN SOCIAL FORESTRY/ AFFORESTATION IN RAJASTHA,,,,,
ROLE OF PHARMACOPOEIAL STANDARDS IN AYURVEDA,,,,,
SACRED GROVES OF TRIBAL AREAS ALONG THE WESTERN GHATS : TREASURE TROVE OF MEDICINAL PLANTS,"1. V.D. Vartak, 2. M.S. Kumbhojkar, 3. D.S. Nipunage.",Bulletin of Medico-Ethno-Botanical Research,1987,8,1-2
SCIENTIFIC APPROACH AND METHODOLOGY FOR DOMESTICATION AND COMMERCIAL CULTIVATION OF MEDICINAL PLANTS,,,,,
THREATENED AND RARE MEDICINAL PLANTS OF SIKKIM,,,,,
"USE OF ARBOREAL MEDICINAL PLANTS IN AFFORESTATION PROGRAMMES FROM PUNE AND NEIGHBOURING DISTRICTS, MAHARASHTRA STATE",,,,,
CHEMICAL EXAMINATION OF BAKUL MIMUSOPS ELENGI LINN. (SAPOTACEAE),,,,,
CONTRIBUTION TO THE BOTANICAL IDENTITY OF AYURVEDIC DRUG TINDUKA WITH SPECIAL REFERENCE TO VISTAINDUKA,,,,,
EFFECT OF BORON THROUGH BORIC ACID ON GROWTH AND FLOWERING OF KUM-KUM CROCUS SATIVUS LINN. IN KUMAON HIMALAYAS,,,,,
ETHNO-BOTANICAL STUDIES OF THE TRIBAL BELT OF KORAPUT (ORISSA),,,,,
ETHNO-BOTANY OF TRANS- GIRI AREA OF SIRMONR DISTRICT OF HIMACHAL PRADESH,,,,,
"ETHNO-MEDICINE OF BHOTIA TRIBES OF KUMAUN HIMALAYA, U.P.",,,,,
EUPHORBIACEAE IN FOLK LIFE OF THE NICOBARESE TRIBALS,H.S. Dagar.,Bulletin of Medico-Ethno-Botanical Research,1988,9,1-2
"HITHERTO UNREPORTED LEAR-SPOT DISEASE OF AN AYURVEDIC MEDICINAL PLANT KASMARD - CASSIA TORA, CAUSED BY PHOMA SORGHINA",,,,,
MEDICINAL PLANTS IN INDIA : APPROACHES TO EXPLOITATION AND COVERSATION,,,,,
MYCOFLORA OF GUM OF GUGGULU COMMIPHORA WIGHTII (ARNOTT.) BHANDARI AFFECTED BY DIE-BACK,,,,,
PHARMACOGNOSITC STUDIES ON ANAGALLIS ARVENSIS LINN,,,,,
PHARMACOGNOSTIC STUDIES ON BHARDWAJI - HIBISCUS VITIFOLIUS LINN.,,,,,
PHYTOCHEMICAL SCREENING OF SOME INDIAN PLANTS,,,,,
RARE AND ENDANGERED PLANTS OF GUJARAT STATE FORESTS,,,,,
SOME INTERESTING MEDICINAL FOLK-LORES FROM BIHAR,,,,,
STUDY OF PREFERENCES EXHIBITED BY MUSK DEER IN CAPTIVITY TO FODDER THROUGH BUFFET SELECTIOIN,,,,,
SYNTHETIC AND ANALYTICAL STUDIES ON PARAVAL (CORAL ; TUBIPORA MUSICA) BHASMA,"1. Rajesh Dixit, 2. G.C. Shivahare.",Bulletin of Medico-Ethno-Botanical Research,1988,9,3-4
TAXONOMY OF THE CONTROVERSIAL AYURVEDIC DRUG PITTALPAPADA,,,,,
UTILITY HITHERTO UNKNOWN HERBAL DRUGS TRADITIONALLY USED IN LADAKH AND POSSIBLE ALTERNATIVE MEDICINE,,,,,
A NEW FLAVONE GLYCOSIDE FROM CLERODENDRON SPLENDENS L.,,,,,
A PHYTOCHEMICAL STUDY OF SOUTH GUJARAT FORESTS PLANTS WITH SPECIAL REFERENCE TO THE MEDICINAL AND OF ETHNOBOTANICAL INTEREST,,,,,
A STUDY ON BARITURATE HYPNOSIS POTENTIATION EFFECT OF DIFFERENT FRACTION OF INDIGENOUS PLANT DRUG MANDUKA PARNI (HYDROCOTYLE ASIACTICA LINN.),,,,,
ADDITIONS TO THE FLORA OF RAJGIR (BIHAR),,,,,
BOTANICAL IDENTITY OF THE DRUG GILODHYA,,,,,
CHEMICAL INVESTIGATION OF TERMINALIA CHEBULA RETZ.,,,,,
CHEMICAL INVESTIGATION OF THE FLOWERS OF VITEX PUBESCENS VAHL,,,,,
CLASSIFICATION OF POISONOUS TUBERS IN LITERATURE AND PHARMACOLOGICAL STUDY OF VATSNAB-SHRINGI,M.R. Uniyal.,Bulletin of Medico-Ethno-Botanical Research,1989,10,3-4
ETHNO VETERINARY MEDICINAL DRUGS OF CENTRAL DEVELOPMENT REGION OF NEPAL,,,,,
ETHNOBOTANICAL OBSERVATIONS AMONG THE ONGE TRIBE OF LITTLE ANDAMAN,,,,,
PHARMACOGNOSTIC STUDIES ON NILOTPALA (NYMPHAEA STELLATA WILLD.) FLORAL PARTS,,,,,
PHARMACOGNOSTIC STUDY OF LAVENDULA BIPINNATA O. KTZE.,,,,,
PHARMACOGNOSTICAL STUDIES ON THE ROOTS OF STEPHANIA ELEGANS HK. F. & T.,,,,,
PRELIMINARY PHYTOCHEMICAL SCREENING OF MEDICINAL PLANTS OF HILY DISTRICTS (KUMAON AND GARHAWAL DIVISIONS) OF U.P. (PT. II),,,,,
SOME OF THE INSECT AND FUNGAL PESTS OF STORES CRUDE DRUGS IN U.P. HILLS,,,,,
SOME UNKNOWN NARCOTIC FOLK CLAIMS FROM ORISSA,,,,,
VEGETATIVE PROPAGATION OF AVARTANI (HELICTERES ISORA LINN.),,,,,
A PRELIMINARY SYNECOLOGICAL APPROACH FOR THE STUDY OF HERBAL WEALTH OF HIGH ALTITUDE HIMALAYA AND THEIR CONSERVATION STRATEGY,"G.C. Jashi, R.A, N.K. Pandey, R.A., K.C. Tiwari, S.O. and R.N. Tiwari, R.O",Bulletin of Medico-Ethno-Botanical Research,1990,11,1-2
CHEMICAL EXAMINATION OF PISONIA GRANDIS (LECHAI KOTTAI KEERAI),,,,,
JITASAYA (HAMILTONIA SUAVEOLENS ROXB.)- A TRIBAL REMEDY FOR DIABETES,,,,,
PHARMACOGNOSTIC STUDY OF BRAHATI (SOLANUM VIOLACEUM ORT.)- I. ROOT & FRUIT,,,,,
SOME ANTI-VENOM MEDICINAL LORES FROM TRIBAL AREAS OF BANSWARA,,,,,
SOME UNEXPLOITED MEDICINAL PLANTS IN INDIA,,,,,
STANDARDISATION OF DASMULA TAILA USED IN PANCHAKARMA,,,,,
AN EXPERIMENT IN ACCLIMATIZATION OF MEDICINAL PLANTS,,,,,
AN INVESTIGATION OF EDIBLE PLANTS FOR SOLUBLE OXALATES AND CALCIUM OXALATE CRYSTALS,,,,,
ANALYTICAL STUDY OF AJMODA ARKA,,,,,
BOTANICAL SOURCE OF GAJAPIPPALI IN KERALA,"1. A.V. Bhat, 2. S. Nesamany.",Bulletin of Medico-Ethno-Botanical Research,1991,12,3-4
CHEMICAL EXAMINATION OF SHATAVARI (ASPARAGUS RACEMOSUS),,,,,
COMMERCIALLY NEGLECTED GENUS DAPHNE OF HIMALAYAS,,,,,
CULTIVATION OF MEDICINAL PLANTS ALONG SEA-COASTS IN MAHARASHTRA,,,,,
FOLK REMEDIES OF RAJASTHAN PRACTISED TODAY,,,,,
ISOLATION OF CHRYSOPHANOL FROM BHUTALPOTA (CASSIA OBOVATA (L.) COLLAD),,,,,
NOTE ON THE CONFUSED IDENTITY AND NOMENCLATURE OF COMMIPHORA SPECIES.,,,,,
ON THE IDENTITY OF MARKET SAMPLE OF BRAHMI IN DELHI,,,,,
PHARMACOGNOSTIC STUDIES ON COLEUS AROMATICUS BENTH. (INDIAN BORAGE),,,,,
PRELIMINARY PHYTOCHEMICAL INVESTIGATIONS OF THE LEAVES OF VIKANTAKA (GYMNOSPORIA MONTANA) AND PRASARANI (PAEDERIA FOETIDA),,,,,
RESOURCE SURVEY OF PLANTS OF POTENTIAL ECONOMIC VALUE OF SIKKIM HIMALAYAS,"1. T.N. Srivastava, 2. B.K. Kapahi.",Bulletin of Medico-Ethno-Botanical Research,1991,12,1-2
ROLE OF ENZYMES IN CUMIN JEERAK (CUMINUM CYMINUM LINN.) WILT PATHOGENESIS BY FUSARIUM OXYSPORUM F. SP. CUMINI,,,,,
"SAMANGA, A LESS KNOWN CONTROVERSIAL MEDICINAL PLANT",,,,,
SOME THREATENED MEDICINAL PLANTS FROM THE NORTH-EASTERN REGION OF INDIA,,,,,
STUDIES ON IDENTIFICATIN ASPECT OF VIDHARA BEEJA AND ITS ADULTERANTS IN GUJARAT STATE,,,,,
"THE NUTRITIVE AND MEDICINAL VALUE OF ARIKSIRA, MARISHAPHED, APAMARG AND MANJIRIKA (AMARANTHUS SPS., ALTERNATHERA SPS. ACHYRANTHES SPS. AND DIGERA SPS.)",,,,,
TREE PLANTATIONS OF MEDICINAL IMPORTANCE THROUGH SOCIAL FORESTRY SCHEMES IN ANDHRA PRADESH,,,,,
"VOLATILE CONSTITUENTS FROM THE LEAVES OF AYAPANA (EUPATORIUM TRIPLINERVE, VAHL.)",,,,,
CULTIVATION TRIALS OF BAKUSHI (PSORALEA CORYLIFOLIA L.),,,,,
ETHNOBOTANICAL IMPORTANCE OF FAMILY CUCURBITACEAE AMONG THE SAHARIYAS OF MADHYA PRADESH,,,,,
EXPLRATORY STUDIES ON PROPAGATION MATERIAL OF TRIVRITA (OPERCULINA TURPETHUM (LINN.) SILVA MANSO),"V.V. Menhendale, M.B. Yelne, C.M. Erande, P.C. Sharma.",Bulletin of Medico-Ethno-Botanical Research,1992,13,1-2
IDENTIFICATION OF AAGMIYA PLANTS,,,,,
IDENTIFICATION OF THE LEAF AND PERICARP OF THE FRUIT OF PUNICA GRANATUM LINN. USED IN THE INDIAN SYSTEM OF MEDICINE,,,,,
IMPORTANT MEDICINAL PLANTS OF MOUNT ABU AND NEED FOR THEIR CONSERVATION,,,,,
IMPORTANT MEDICINAL WEED PLANTS OF GUJARAT - A SOURCE OF RAW MATERIAL FOR PHARMACEUTICAL INDUSTRIES,,,,,
IMPORTANT TRIBAL FOLK MEDICINES OF EAST AND WEST MELGHAT,,,,,
IN VITRO PROPAGATION OF KUTAJA (HOLARRHENA ANTIDYSENTERICA WALL.),,,,,
MEDICINAL PLANTS FOR AFFORESTATION IN GUJARAT STATE,,,,,
PHARMACO-BOTANICAL STUDIES ON THE SOUTH INDIAN MARKET SAMPLE OF GAJ PIPPALI (BALANOPHORA FUNGOSA FORST. & FORST. F. SSP. INDICA (ARN.) HANSEN),,,,,
PHARMACOGNOSTIC STUDIES OF JALAPIPPALI (PHYLA NODIFLORA (LINN.) GREEN.),,,,,
PHARMACOGNOSTIC STUDY OF KAPIKACCHU (MUCUNA PRURIENS (L.) DC.) - ROOT AND SEED,"1. M. B. Yelne, 2. P.C. Sharma.",Bulletin of Medico-Ethno-Botanical Research,1992,13,1-2
PHYTOCHEMICAL STUDIES OF PSORALEA SPECIES - A REVIEW,,,,,
SHINSHAPA WITH A BRIEF OBSERVATION ON YELLOW RUST ATTACK AT RANIKHET,,,,,
SOME FOLK MEDICINES OF THE TRIBALS OF GUJARAT,,,,,
WEEDS ASSOCIATED WITH SAFFRON FARMING AT RANIKHET HILLS (U.P.),,,,,
CULTIVATION OF SHATAVARI (ASPARAGUS RACEMOSUS WILLD.),,,,,
DETERMINATION OF UNKNOWN MADHUKPUSHPI OF LITERATURE WITH CHURA FOUND IN KUMAON FOREST DIVISION,,,,,
EFFECT OF GIBBRELLIC ACID ON SEED GERMINATION OF RAUVOLFIA SERPENTINA BENTH. (SARPAGANDHA),,,,,
ETHNOBIOLOGICAL INVESTIGATION OF LAKSHADWEEP ISLANDS,,,,,
"ETHNO - MEDICINAL PLANTS OF MANDI-DISTRICT, HIMACHAL PRADESH",,,,,
EVALUATION OF THERAPEUTIC STATUS OF MADHYA PRADESH FLORA,O.P. Mishra.,Bulletin of Medico-Ethno-Botanical Research,1993,14,3-4
IDENTITY OF COMMERCIAL PARASIK YAVANI IN GUJARAT,,,,,
MEDICINAL PLANTS FROM DIBANG VALLEY (A.P.) - SOCIAL FORESTRY AND AFFORESTRATION,,,,,
MEDICINAL PLANTS OF AYURVEDIC IMPORTANCE FROM MANDI DISTRICT OF HIMACHAL PRADESH,,,,,
MEDICO-BOTANICAL SURVEY STUDIES IN KARNATAKA,,,,,
NOVEL MEDICINAL USES OF A FEW PLANTS USED BY KORKU TRIBE OF MELGHAT IN AMRAVATI DIST. MAHARASHTRA STATE,,,,,
ON THE IDENTITY OF MARKET SAMPLES OF THE DRUG KAKADSHINGI,,,,,
ON THE INTRODUCTION OF VALUABLE MEDICINAL PLANTS FROM NORTH-EASTERN TO WESTERN HIMALAYAN REGION OF INDIA,,,,,
PHARMACOGNOSTIC STUDY OF BHUMYAMALAKI - I PHYLLANTHUS FRATERNUS WEBST,,,,,
PHARMACOGNOSTICAL STUDIES ON THE LEAVES OF TARENNA ASIATICA (L.) KUNTZE EX SCHUM.,,,,,
"QUANTITATIVE ASSESSMENT OF MEDICINAL PLANTS FOUND IN VISAKHAPATNAM DISTRICT, ANDHRA PRADESH.","1. Koppula Hemadri, 2. S. Sasibhushana Rao.",Bulletin of Medico-Ethno-Botanical Research,1993,14,1-2
SOCIAL FORESTRY AFFORESTATION VIS-A-VIS MEDICINAL PLANTS WITH SPECIAL REFERENCE TO BIHAR,,,,,
STUDIES ON THE AYURVEDIC DRUG SHANKHAPUSHPI FROM WESTERN MAHARASHTRA : MEDICO - BOTANICAL ASPECT,,,,,
SURVEY OF MEDICINAL PLANTS IN ASSAM,,,,,
"THE EVALUATION OF MEDICINAL PLANTS IN SOUTH WESTERN, WEST BENGAL.",,,,,
THE FOLKLORE MEDICINES USED BY GUJJAR AND BAKARWAL COMMUNITIES OF JAMMU REGION,,,,,
BRYOPHYTES THE SOURCE OF THE ORIGIN OF SHILAJATU - A NEW HYPOTHESIS,,,,,
"CHEMICAL EXAMINATION OF ANATAMUL, HEMIDESMUS INDICUS R.BR.",,,,,
IN VITRO PROPAGATION OF ASPARAGUS RACEMOSUS WILLD. (SHATAVARI) THROUGH SHOOT TIP CULTURE,,,,,
ISOLATION AND IDNETIFICATION OF KOMALIN FROM BOENNINGHAUSENIA ALBIFLORA REICHB. Ex MEISSM.,,,,,
"MERREMIA RAJASTHANENSIS BHANDAARI, A NEW RECORD FOR GUJARAT STATE",1. M. C. Joshi.,Bulletin of Medico-Ethno-Botanical Research,1994,15,1-4
PHARMACOGNOSY OF BALA - I. SIDA CORDIFOLIA L.,,,,,
PHYTOCHEMICAL INVESTIGATIONS OF CHLOROPHYTUM KER-GAWL. (ANTHERICACEAE) - A REVIEW,,,,,
"PRELIMINARY RECORDING OF MEDICINAL PLANTS OF BIRBHUM DISTRICT, WEST BENGAL.",,,,,
SOME IMPORTANT AYURVEDIC MEDICINAL PLANTS OF BUNDELKHAND (JHANSI DIVISION),,,,,
SOME MEDICINAL PTERIDOPHYTES FROM THE DISTRICT LOWER SUBANSIRI AND PAPUMPARE (ARUNACHAL PRADESH),,,,,
SOME RESEARCH POSSIBILITIES IN INDIAN MEDICINAL AND AROMATIC PLANTS FOR HEALTH AND CURE - 1,,,,,
THE FOREST TYPES OF UDHAMPUR FOREST DIVISION (J & K).,,,,,
ADULTERANTS OF SAFFRON (CROCUS SATIVUS LINN.) AND ITS DETECTION,,,,,
"ALPINE ENVIRONS AROUND KUMAUN AND GARHWAL IN CENTRAL HIMALAYA, INDIA WITH SPECIAL REFERENCE TO HERBAL RESOURCES",,,,,
AN ETHNO-BOTANICAL STUDY ON SOME MEDICINAL PLANTS OF DISTRICT PALAMAU (BIHAR),K. Chandra.,Bulletin of Medico-Ethno-Botanical Research,1995,16,1-2
BIODIVERSITY IN MEDICINAL PLANTS BASED ON AYURVEDA,,,,,
DRUG ANALYSIS AND ITS ROLE IN HERBAL MEDICINE,,,,,
ETHNOBOTANICAL STUDIES ON MEDICINAL FLORA IN THARU TRIBAL POCKETS IN KUMAON REGION IN UTTAR PRADESH,,,,,
ETHNO-MEDICO BOTANY FROM TRIBES OF MADHYA PRADESH,,,,,
ETHNO-MEDICO-BOTANICAL ASPECTS OF SOME PLANTS OF ARUNACHAL PRADESH,,,,,
EXPERIMENTAL CULTIVATION OF CROCUS SATIVUS LINN. (SAFFRON) AT RANIKHET,,,,,
FLAVONOIDS OF CYNODON DACTYLON (LINN.),,,,,
IMPORTANT AYURVEDIC MEDICINAL PLANTS OF BUNDELKHAND USED TRADITIONALLY,,,,,
MARKETING OF HERBS USED IN THE PREPARATION OF AYURVEDIC MEDICINES AT PRESENT TIME,,,,,
MEDICINAL PTERIDOPHYTES OF KUMAON AND GARHWAL (U.P. HILLS),"1. R.N. Tewari, 2. G.Pandey.",Bulletin of Medico-Ethno-Botanical Research,1995,16,3-4
OBSERVATION ON IN-VITRO PROPAGATION OF SARIVA (HEMIDESMUS INDICUS R.BR.),,,,,
ON THE PHARMACOGNOSY OF CLERODENDRUM INERME (L.) GAERTNER-LEAVES,,,,,
"PHARMACOGNOSTIC INVESTIGATIONS ON STEM, STEM BARK AND FRUITS OF TINDUKA (DIOSPYROS PEREGRINA (GAERTN.) GURKE).",,,,,
PHARMACOGNOSTICAL STUDIES OF ROOT AND FRUIT OF GOKSHURA (PEDALIUM MUREX LINN.),,,,,
PRELIMINARY OBSERVATIONS ON CULTIVATION OF TRIVRITA (OPERCULINA TURPETHUM (LINN.) SILVA MANSO),,,,,
PROSPECTS OF MEDICINAL PLANT CULTIVATION IN ARUNACHAL PRADESH,,,,,
"SOME BENEFICIAL WEEDS OF CULTIVATION FROM NADIA DISTRICT, WEST BENGAL.",,,,,
SOME IMPORTANT AYURVEDIC MEDICINAL PLANTS OF ARUNACHAL PRADESH,,,,,
SOME IMPORTANT MEDICINAL PLANTS OF JAGESHWAR FOREST AND CONSERVATION/CULTIVATION ASPECTS OF HIMALAYAN YEW TREE - TAXUS BACCATA LINN. (TALIS),,,,,
A NOTE ON THE ETHNO - BOTANY OF ANGIOPTERIS EVECTA (FORST.) HOFFM.,"Rama Shanker, M.S. Rawat, V.K. Singh.",Bulletin of Medico-Ethno-Botanical Research,1996,17,3-4
ADDITIONS TO THE FLORA OF GUJARAT STATE WITH SPECIAL REFERENCE TO PLANTS OF MEDICINAL INTEREST,,,,,
AVAILABILITY OF MUSK DEER IN KUMAON HIMALAYA AN ENDANGERED SPECIES AND STUDIES ON ITS BEHAVIOUR IN CAPTIVITY,,,,,
BOTANICAL IDENTIFICATION OF SOME AYURVEDIC HERBAL MEDICINES,,,,,
BOTANICAL IDENTITY OF SOME SUBSTITUTE OF AYURVEDIC DRUGS,,,,,
CHEMICAL EXAMINATION OF FICUS RETUSA L.,,,,,
COUMARINS AND ALKALOIDS OF GENUS BOENNINGHAUSENIA - A REVIEW,,,,,
CULTIVATION OF MEDICINAL PLANTS IN SOCIAL FORESTRY PROGRAMME IN ARUNACHAL PRADESH,,,,,
CULTIVATION OF SOME PHARMACEUTICALLY IMPORTANT MEDICINAL PLANTS IN ITANAGAR (ARUNACHAL PRADESH),,,,,
ETHNO-MEDICO-BOTANY ON CONTRACEPTIVE AND CONCEPTIVE DRUGS IN CENTRAL INDIAN TRIBES,,,,,
FLAVONOIDS OF CLERODENDRUM SPECIES - A REVIEW,"1. Ruchira Das, 2. N.K.R. Pathak, 3. M. Biswas, 4. V.B. Pandey.",Bulletin of Medico-Ethno-Botanical Research,1996,17,1-2
MEDICINAL PLANTS AND SOME FOLKLORES FROM EAST AND WEST SIANG DISTRICTS (ARUNACHAL PRADESH) - THEIR UTILIZATION,,,,,
MICROSCOPY AND PRELIMINARY PHYTOCHEMICAL ANALYSIS OF SARIVA (CRYPTOLEPIS BUCHANANI ROEM. AND SCHULT),,,,,
OBSERVATIONS ON MEDICO-ETHNO-BOTANY OF IDU-MISHMIS IN DIBANG VALLEY DISTRICT OF ARUNACHAL PRADESH,,,,,
PHARMACOGNOSTIC STUDY ON STEMBARK OF MORINGA OLEIFERA LAM. (SIGRU),,,,,
PHARMACOGNOSTICAL STUDIES ON THE LEAVES OF SALVADORA PERSICA LINN.,,,,,
PHARMACOGNOSY OF ROOT AND SEED OF MULAKA (RAPHANUS SATIVUS L.),,,,,
PRELIMINARY COMPARATIVE STUDIES OF HIBICUS ROSA-SINESIS L. AND MALVAVISCUS SPP. USED AS JAPA,,,,,
SOME FOLK LORE MEDICINAL CLAIMS ON PLANTS OF CAR NICOBAR ISLAND,,,,,
SOME SIGNIFICANT MEDICINAL USES OF PALASH AND LATA PALASH,,,,,
